シート種別,事業年度,予算事業ID,事業名,府省庁の建制順,政策所管府省庁,府省庁,局・庁,部,課,室,班,係,事業に関連するKPIが定められている閣議決定等の名称,事業に関連するKPIが定められている閣議決定等の該当箇所,事業に関連するKPIが定められている閣議決定等のURL,アクティビティ・アウトプット・アウトカムの番号,種別（アクティビティ・アウトプット・アウトカム）,アウトカムの期間,成果目標の種類,アクティビティ／活動目標／成果目標,活動指標／成果指標,単位,改善の上向き／下向き,成果実績及び目標値の根拠として用いた統計・データ名（出典）,定性的なアウトカム目標を設定している理由,定性的なアウトカムに関する成果実績,目標年度／目標値／実績値／達成率,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
レビューシート,2024,3522,ポスト５Ｇ情報通信システム基盤強化研究開発事業（AI基盤モデル及び先端半導体関連技術開発事業）,22,経済産業省,経済産業省,商務情報政策局,,情報産業課,,,,,,,7,アウトカム,1.短期,定量的,有識者の意見に基づき開発テーマごとに設定した目標を達成したテーマの割合の一定水準の達成,開発テーマごとに設定した目標を達成したテーマ数／当該時点までに研究開発を完了したテーマ数（先導研究は除く）,%,,●有識者の意見に基づき開発テーマごとに設定した目標「半導体・デジタル産業戦略検討会議」やその他産業界及び学術会の有識者との意見交換等に基づく。 ●当該時点までに研究開発期間を終了したテーマのうち、開発テーマごとに設定した目標を達成したテーマの割合NEDOの制度評価対象事業のステージゲート審査や終了時評価の合格率の平均値は約７０％であり、本事業では実用化を強く推進する観点からより高い値として８０％を設定した。●開発テーマごとの目標達成状況については、テーマ終了時の終了時評価委員会で有識者により評価を受けるとともに、事業期間中もNEDO技術推進委員会、ステージゲート審査委員会等で途中段階で有識者により確認を受ける。,,,2.目標値,,,,,,,,,,,,,,,,80,80,80,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,3522,ポスト５Ｇ情報通信システム基盤強化研究開発事業（AI基盤モデル及び先端半導体関連技術開発事業）,22,経済産業省,経済産業省,商務情報政策局,,情報産業課,,,,,,,7,アウトカム,1.短期,定量的,有識者の意見に基づき開発テーマごとに設定した目標を達成したテーマの割合の一定水準の達成,開発テーマごとに設定した目標を達成したテーマ数／当該時点までに研究開発を完了したテーマ数（先導研究は除く）,%,,●有識者の意見に基づき開発テーマごとに設定した目標「半導体・デジタル産業戦略検討会議」やその他産業界及び学術会の有識者との意見交換等に基づく。 ●当該時点までに研究開発期間を終了したテーマのうち、開発テーマごとに設定した目標を達成したテーマの割合NEDOの制度評価対象事業のステージゲート審査や終了時評価の合格率の平均値は約７０％であり、本事業では実用化を強く推進する観点からより高い値として８０％を設定した。●開発テーマごとの目標達成状況については、テーマ終了時の終了時評価委員会で有識者により評価を受けるとともに、事業期間中もNEDO技術推進委員会、ステージゲート審査委員会等で途中段階で有識者により確認を受ける。,,,3.実績値,,,,,,,,,,,,,,,,100,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,3522,ポスト５Ｇ情報通信システム基盤強化研究開発事業（AI基盤モデル及び先端半導体関連技術開発事業）,22,経済産業省,経済産業省,商務情報政策局,,情報産業課,,,,,,,7,アウトカム,1.短期,定量的,有識者の意見に基づき開発テーマごとに設定した目標を達成したテーマの割合の一定水準の達成,開発テーマごとに設定した目標を達成したテーマ数／当該時点までに研究開発を完了したテーマ数（先導研究は除く）,%,,●有識者の意見に基づき開発テーマごとに設定した目標「半導体・デジタル産業戦略検討会議」やその他産業界及び学術会の有識者との意見交換等に基づく。 ●当該時点までに研究開発期間を終了したテーマのうち、開発テーマごとに設定した目標を達成したテーマの割合NEDOの制度評価対象事業のステージゲート審査や終了時評価の合格率の平均値は約７０％であり、本事業では実用化を強く推進する観点からより高い値として８０％を設定した。●開発テーマごとの目標達成状況については、テーマ終了時の終了時評価委員会で有識者により評価を受けるとともに、事業期間中もNEDO技術推進委員会、ステージゲート審査委員会等で途中段階で有識者により確認を受ける。,,,4.達成率,,,,,,,,,,,,,,,,125,102.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,1,アクティビティ,,,酒類業の新市場を開拓するような、酒類事業者による以下の意欲的な取組を支援する。（1）商品の差別化による新たなニーズの獲得、（2）販売手法の多様化による新たなニーズの獲得、（3）ＩＣＴ技術を活用した、製造 ・流通の高度化・効率化,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,2,アクティビティ,,,酒類事業者に対して、以下の取組について補助を行うことにより支援する。（1）日本産酒類の海外販路拡大や商品等の高付加価値化に関する取組、（2）酒蔵の観光化や地域における酒蔵ツーリズムプラン策定の取組,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,1,アウトプット,,,酒類事業者の経営改革、酒類業の構造転換を促す。,新市場開拓支援枠の採択件数,件,,,,,1.目標年度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,1,アウトプット,,,酒類事業者の経営改革、酒類業の構造転換を促す。,新市場開拓支援枠の採択件数,件,,,,,2.目標値,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,1,アウトプット,,,酒類事業者の経営改革、酒類業の構造転換を促す。,新市場開拓支援枠の採択件数,件,,,,,3.実績値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,1,アウトプット,,,酒類事業者の経営改革、酒類業の構造転換を促す。,新市場開拓支援枠の採択件数,件,,,,,4.達成率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,2,アウトプット,,,日本産酒類の輸出拡大を図るとともに、酒類業の健全な発達を促進する。,海外展開支援枠の採択件数,件,,,,,1.目標年度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,2,アウトプット,,,日本産酒類の輸出拡大を図るとともに、酒類業の健全な発達を促進する。,海外展開支援枠の採択件数,件,,,,,2.目標値,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,2,アウトプット,,,日本産酒類の輸出拡大を図るとともに、酒類業の健全な発達を促進する。,海外展開支援枠の採択件数,件,,,,,3.実績値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,2,アウトプット,,,日本産酒類の輸出拡大を図るとともに、酒類業の健全な発達を促進する。,海外展開支援枠の採択件数,件,,,,,4.達成率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,1,アウトカム,1.短期,定量的,補助事業者が補助事業期間終了後に評価を行う「目標の達成度」について、ABCの3段階評価のうちA評価（評価できる）の割合を80％以上とする。,「目標の達成度」がA評価の事業の割合（A評価の事業数/交付決定事業数）×100,%,上がると良い指標,国税庁調べ,,,1.目標年度,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,1,アウトカム,1.短期,定量的,補助事業者が補助事業期間終了後に評価を行う「目標の達成度」について、ABCの3段階評価のうちA評価（評価できる）の割合を80％以上とする。,「目標の達成度」がA評価の事業の割合（A評価の事業数/交付決定事業数）×100,%,上がると良い指標,国税庁調べ,,,2.目標値,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,1,アウトカム,1.短期,定量的,補助事業者が補助事業期間終了後に評価を行う「目標の達成度」について、ABCの3段階評価のうちA評価（評価できる）の割合を80％以上とする。,「目標の達成度」がA評価の事業の割合（A評価の事業数/交付決定事業数）×100,%,上がると良い指標,国税庁調べ,,,3.実績値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,1,アウトカム,1.短期,定量的,補助事業者が補助事業期間終了後に評価を行う「目標の達成度」について、ABCの3段階評価のうちA評価（評価できる）の割合を80％以上とする。,「目標の達成度」がA評価の事業の割合（A評価の事業数/交付決定事業数）×100,%,上がると良い指標,国税庁調べ,,,4.達成率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,1,アウトカム,2.中期,定量的,補助事業に係る全補助事業者の売上累計額（事業実施年度から起算して３年間の各年度）が本事業執行額を上回る,年度ごとの補助事業に係る全補助事業者の売上累計額（令和6～8年度）,百万円,上がると良い指標,国税庁調べ,,,1.目標年度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,1,アウトカム,2.中期,定量的,補助事業に係る全補助事業者の売上累計額（事業実施年度から起算して３年間の各年度）が本事業執行額を上回る,年度ごとの補助事業に係る全補助事業者の売上累計額（令和6～8年度）,百万円,上がると良い指標,国税庁調べ,,,2.目標値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,1,アウトカム,2.中期,定量的,補助事業に係る全補助事業者の売上累計額（事業実施年度から起算して３年間の各年度）が本事業執行額を上回る,年度ごとの補助事業に係る全補助事業者の売上累計額（令和6～8年度）,百万円,上がると良い指標,国税庁調べ,,,3.実績値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,1,アウトカム,2.中期,定量的,補助事業に係る全補助事業者の売上累計額（事業実施年度から起算して３年間の各年度）が本事業執行額を上回る,年度ごとの補助事業に係る全補助事業者の売上累計額（令和6～8年度）,百万円,上がると良い指標,国税庁調べ,,,4.達成率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,1,アウトカム,3.長期,定量的,補助事業者のうち、事業終了後5年間で、売上総利益年率平均1.5％以上増を達成する事業者割合が50％を超えること。,売上総利益年率平均1.5％以上増を達成する補助事業者割合,%,上がると良い指標,国税庁調べ,,,1.目標年度,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,1,アウトカム,3.長期,定量的,補助事業者のうち、事業終了後5年間で、売上総利益年率平均1.5％以上増を達成する事業者割合が50％を超えること。,売上総利益年率平均1.5％以上増を達成する補助事業者割合,%,上がると良い指標,国税庁調べ,,,2.目標値,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,1,アウトカム,3.長期,定量的,補助事業者のうち、事業終了後5年間で、売上総利益年率平均1.5％以上増を達成する事業者割合が50％を超えること。,売上総利益年率平均1.5％以上増を達成する補助事業者割合,%,上がると良い指標,国税庁調べ,,,3.実績値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,1,アウトカム,3.長期,定量的,補助事業者のうち、事業終了後5年間で、売上総利益年率平均1.5％以上増を達成する事業者割合が50％を超えること。,売上総利益年率平均1.5％以上増を達成する補助事業者割合,%,上がると良い指標,国税庁調べ,,,4.達成率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,2,アウトカム,1.短期,定量的,補助事業者が補助金交付申請時に設定する事業KPIについて、補助事業実施年度末に達成した事業の割合を80％以上とする。（複数の事業KPIを設定している場合には、そのうち1つでも達成すれば成果とする。）,事業KPIを達成した事業の割合（事業KPIを達成した事業数/交付決定事業数）×100,%,上がると良い指標,国税庁調べ,,,1.目標年度,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,2,アウトカム,1.短期,定量的,補助事業者が補助金交付申請時に設定する事業KPIについて、補助事業実施年度末に達成した事業の割合を80％以上とする。（複数の事業KPIを設定している場合には、そのうち1つでも達成すれば成果とする。）,事業KPIを達成した事業の割合（事業KPIを達成した事業数/交付決定事業数）×100,%,上がると良い指標,国税庁調べ,,,2.目標値,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,2,アウトカム,1.短期,定量的,補助事業者が補助金交付申請時に設定する事業KPIについて、補助事業実施年度末に達成した事業の割合を80％以上とする。（複数の事業KPIを設定している場合には、そのうち1つでも達成すれば成果とする。）,事業KPIを達成した事業の割合（事業KPIを達成した事業数/交付決定事業数）×100,%,上がると良い指標,国税庁調べ,,,3.実績値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,2,アウトカム,1.短期,定量的,補助事業者が補助金交付申請時に設定する事業KPIについて、補助事業実施年度末に達成した事業の割合を80％以上とする。（複数の事業KPIを設定している場合には、そのうち1つでも達成すれば成果とする。）,事業KPIを達成した事業の割合（事業KPIを達成した事業数/交付決定事業数）×100,%,上がると良い指標,国税庁調べ,,,4.達成率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,2,アウトカム,3.長期,定量的,交付申請時に設定する長期事業KPIについて、事業終了後５年後に達成した事業の割合を80％以上とする。,長期事業KPIを達成した事業の割合（長期事業KPIを達成した事業数/交付決定事業数）×100,%,上がると良い指標,国税庁調べ,,,1.目標年度,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,2,アウトカム,3.長期,定量的,交付申請時に設定する長期事業KPIについて、事業終了後５年後に達成した事業の割合を80％以上とする。,長期事業KPIを達成した事業の割合（長期事業KPIを達成した事業数/交付決定事業数）×100,%,上がると良い指標,国税庁調べ,,,2.目標値,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,2,アウトカム,3.長期,定量的,交付申請時に設定する長期事業KPIについて、事業終了後５年後に達成した事業の割合を80％以上とする。,長期事業KPIを達成した事業の割合（長期事業KPIを達成した事業数/交付決定事業数）×100,%,上がると良い指標,国税庁調べ,,,3.実績値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,18556,酒類業振興支援事業,18,財務省,国税庁,国税庁,課税部,酒税課酒類業振興・輸出促進室,,,,,,,2,アウトカム,3.長期,定量的,交付申請時に設定する長期事業KPIについて、事業終了後５年後に達成した事業の割合を80％以上とする。,長期事業KPIを達成した事業の割合（長期事業KPIを達成した事業数/交付決定事業数）×100,%,上がると良い指標,国税庁調べ,,,4.達成率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
